x,y,z,timestamp,Beacon1,Beacon2
1394,3284,124,2025.03.05-21.21.47,-91,-86
1394,3284,124,2025.03.05-21.21.47,-91,-86
1393,3284,125,2025.03.05-21.21.48,-92,-86
1393,3284,125,2025.03.05-21.21.48,-92,-86
1393,3284,125,2025.03.05-21.21.48,-92,-86
1393,3284,125,2025.03.05-21.21.48,-92,-86
1393,3284,125,2025.03.05-21.21.48,-92,-86
1393,3284,125,2025.03.05-21.21.48,-92,-86
1393,3284,125,2025.03.05-21.21.48,-92,-86
1393,3284,125,2025.03.05-21.21.48,-92,-86
1393,3284,125,2025.03.05-21.21.48,-92,-86
1393,3284,125,2025.03.05-21.21.48,-92,-86
1393,3284,125,2025.03.05-21.21.48,-92,-86
1393,3284,125,2025.03.05-21.21.48,-92,-86
1393,3284,125,2025.03.05-21.21.48,-92,-86
1393,3284,125,2025.03.05-21.21.48,-92,-86
1393,3284,124,2025.03.05-21.21.48,-97,-86
1393,3284,124,2025.03.05-21.21.48,-97,-86
1393,3284,124,2025.03.05-21.21.48,-97,-86
1393,3284,124,2025.03.05-21.21.48,-97,-86
1393,3284,124,2025.03.05-21.21.48,-97,-86
1393,3284,124,2025.03.05-21.21.48,-97,-86
1393,3284,124,2025.03.05-21.21.48,-97,-86
1393,3284,124,2025.03.05-21.21.48,-97,-86
1393,3284,124,2025.03.05-21.21.48,-97,-86
1393,3284,124,2025.03.05-21.21.48,-97,-86
1393,3284,124,2025.03.05-21.21.48,-97,-86
1393,3284,124,2025.03.05-21.21.48,-97,-86
1393,3284,124,2025.03.05-21.21.48,-97,-86
1394,3283,124,2025.03.05-21.21.48,-91,-86
1394,3283,124,2025.03.05-21.21.48,-91,-86
1394,3283,124,2025.03.05-21.21.48,-91,-86
1394,3283,124,2025.03.05-21.21.48,-91,-86
1394,3283,124,2025.03.05-21.21.48,-91,-86
1394,3283,124,2025.03.05-21.21.48,-91,-86
1394,3283,124,2025.03.05-21.21.48,-91,-86
1394,3283,124,2025.03.05-21.21.48,-91,-86
1394,3283,124,2025.03.05-21.21.48,-91,-86
1394,3283,124,2025.03.05-21.21.48,-91,-86
1394,3283,124,2025.03.05-21.21.48,-91,-86
1394,3283,124,2025.03.05-21.21.48,-91,-86
1394,3283,124,2025.03.05-21.21.48,-91,-86
1395,3282,125,2025.03.05-21.21.49,-95,-86
1395,3282,125,2025.03.05-21.21.49,-95,-86
1395,3282,125,2025.03.05-21.21.49,-95,-86
1395,3282,125,2025.03.05-21.21.49,-95,-86
1395,3282,125,2025.03.05-21.21.49,-95,-86
1395,3282,125,2025.03.05-21.21.49,-95,-86
1395,3282,125,2025.03.05-21.21.49,-95,-86
1395,3282,125,2025.03.05-21.21.49,-95,-86
1395,3282,125,2025.03.05-21.21.49,-95,-86
1395,3282,125,2025.03.05-21.21.49,-95,-86
1395,3282,125,2025.03.05-21.21.49,-95,-86
1395,3282,125,2025.03.05-21.21.49,-95,-86
1395,3282,125,2025.03.05-21.21.49,-95,-86
1395,3282,125,2025.03.05-21.21.49,-95,-86
1395,3283,125,2025.03.05-21.21.49,-91,-86
1395,3283,125,2025.03.05-21.21.49,-91,-86
1395,3283,125,2025.03.05-21.21.49,-91,-86
1395,3283,125,2025.03.05-21.21.49,-91,-86
1395,3283,125,2025.03.05-21.21.49,-91,-86
1395,3283,125,2025.03.05-21.21.49,-91,-86
1395,3283,125,2025.03.05-21.21.49,-91,-86
1395,3283,125,2025.03.05-21.21.49,-91,-86
1395,3283,125,2025.03.05-21.21.49,-91,-86
1395,3283,125,2025.03.05-21.21.49,-91,-86
1395,3283,125,2025.03.05-21.21.49,-91,-86
1395,3283,125,2025.03.05-21.21.49,-91,-86
1395,3283,125,2025.03.05-21.21.49,-91,-86
1394,3285,124,2025.03.05-21.21.49,-92,-86
1394,3285,124,2025.03.05-21.21.49,-92,-86
1394,3285,124,2025.03.05-21.21.49,-92,-86
1394,3285,124,2025.03.05-21.21.49,-92,-86
1394,3285,124,2025.03.05-21.21.49,-92,-86
1394,3285,124,2025.03.05-21.21.49,-92,-86
1394,3285,124,2025.03.05-21.21.49,-92,-86
1394,3285,124,2025.03.05-21.21.49,-92,-86
1394,3285,124,2025.03.05-21.21.49,-92,-86
1394,3285,124,2025.03.05-21.21.49,-92,-86
1394,3285,124,2025.03.05-21.21.49,-92,-86
1394,3285,124,2025.03.05-21.21.49,-92,-86
1394,3285,124,2025.03.05-21.21.49,-92,-86
1394,3285,124,2025.03.05-21.21.49,-92,-86
1395,3284,124,2025.03.05-21.21.50,-92,-86
1395,3284,124,2025.03.05-21.21.50,-92,-86
1395,3284,124,2025.03.05-21.21.50,-92,-86
1395,3284,124,2025.03.05-21.21.50,-92,-86
1395,3284,124,2025.03.05-21.21.50,-92,-86
1395,3284,124,2025.03.05-21.21.50,-92,-86
1395,3284,124,2025.03.05-21.21.50,-92,-86
1395,3284,124,2025.03.05-21.21.50,-92,-86
1395,3284,124,2025.03.05-21.21.50,-92,-86
1395,3284,124,2025.03.05-21.21.50,-92,-86
1395,3284,124,2025.03.05-21.21.50,-92,-86
1395,3284,124,2025.03.05-21.21.50,-92,-86
1395,3284,124,2025.03.05-21.21.50,-92,-86
1394,3284,124,2025.03.05-21.21.50,-91,-86
1394,3284,124,2025.03.05-21.21.50,-91,-86
1394,3284,124,2025.03.05-21.21.50,-91,-86
1394,3284,124,2025.03.05-21.21.50,-91,-86
1394,3284,124,2025.03.05-21.21.50,-91,-86
1394,3284,124,2025.03.05-21.21.50,-91,-86
1394,3284,124,2025.03.05-21.21.50,-91,-86
1394,3284,124,2025.03.05-21.21.50,-91,-86
1394,3284,124,2025.03.05-21.21.50,-91,-86
1394,3284,124,2025.03.05-21.21.50,-91,-86
1394,3284,124,2025.03.05-21.21.50,-91,-86
1394,3284,124,2025.03.05-21.21.50,-91,-86
1394,3284,124,2025.03.05-21.21.50,-91,-86
1393,3284,125,2025.03.05-21.21.50,-92,-86
1393,3284,125,2025.03.05-21.21.50,-92,-86
1393,3284,125,2025.03.05-21.21.50,-92,-86
1393,3284,125,2025.03.05-21.21.50,-92,-86
1393,3284,125,2025.03.05-21.21.50,-92,-86
1393,3284,125,2025.03.05-21.21.50,-92,-86
1393,3284,125,2025.03.05-21.21.50,-92,-86
1393,3284,125,2025.03.05-21.21.50,-92,-86
1393,3284,125,2025.03.05-21.21.50,-92,-86
1393,3284,125,2025.03.05-21.21.50,-92,-86
1393,3284,125,2025.03.05-21.21.50,-92,-86
1393,3284,125,2025.03.05-21.21.50,-92,-86
1393,3284,125,2025.03.05-21.21.50,-92,-86
1393,3284,125,2025.03.05-21.21.50,-92,-86
1393,3284,124,2025.03.05-21.21.51,-97,-86
1393,3284,124,2025.03.05-21.21.51,-97,-86
1393,3284,124,2025.03.05-21.21.51,-97,-86
1393,3284,124,2025.03.05-21.21.51,-97,-86
1393,3284,124,2025.03.05-21.21.51,-97,-86
1393,3284,124,2025.03.05-21.21.51,-97,-86
1393,3284,124,2025.03.05-21.21.51,-97,-86
1393,3284,124,2025.03.05-21.21.51,-97,-86
1393,3284,124,2025.03.05-21.21.51,-97,-86
1393,3284,124,2025.03.05-21.21.51,-97,-86
1393,3284,124,2025.03.05-21.21.51,-97,-86
1393,3284,124,2025.03.05-21.21.51,-97,-86
1393,3284,124,2025.03.05-21.21.51,-97,-86
1394,3283,124,2025.03.05-21.21.51,-91,-86
1394,3283,124,2025.03.05-21.21.51,-91,-86
1394,3283,124,2025.03.05-21.21.51,-91,-86
1394,3283,124,2025.03.05-21.21.51,-91,-86
1394,3283,124,2025.03.05-21.21.51,-91,-86
1394,3283,124,2025.03.05-21.21.51,-91,-86
1394,3283,124,2025.03.05-21.21.51,-91,-86
1394,3283,124,2025.03.05-21.21.51,-91,-86
1394,3283,124,2025.03.05-21.21.51,-91,-86
1394,3283,124,2025.03.05-21.21.51,-91,-86
1394,3283,124,2025.03.05-21.21.51,-91,-86
1394,3283,124,2025.03.05-21.21.51,-91,-86
1394,3283,124,2025.03.05-21.21.51,-91,-86
1394,3283,124,2025.03.05-21.21.51,-91,-86
1395,3282,125,2025.03.05-21.21.51,-95,-86
1395,3282,125,2025.03.05-21.21.51,-95,-86
1395,3282,125,2025.03.05-21.21.51,-95,-86
1395,3282,125,2025.03.05-21.21.51,-95,-86
1395,3282,125,2025.03.05-21.21.51,-95,-86
1395,3282,125,2025.03.05-21.21.51,-95,-86
1395,3282,125,2025.03.05-21.21.51,-95,-86
1395,3282,125,2025.03.05-21.21.51,-95,-86
1395,3282,125,2025.03.05-21.21.51,-95,-86
1395,3282,125,2025.03.05-21.21.51,-95,-86
1395,3282,125,2025.03.05-21.21.51,-95,-86
1395,3282,125,2025.03.05-21.21.51,-95,-86
1395,3282,125,2025.03.05-21.21.51,-95,-86
1395,3283,125,2025.03.05-21.21.52,-91,-86
1395,3283,125,2025.03.05-21.21.52,-91,-86
1395,3283,125,2025.03.05-21.21.52,-91,-86
1395,3283,125,2025.03.05-21.21.52,-91,-86
1395,3283,125,2025.03.05-21.21.52,-91,-86
1395,3283,125,2025.03.05-21.21.52,-91,-86
1395,3283,125,2025.03.05-21.21.52,-91,-86
1395,3283,125,2025.03.05-21.21.52,-91,-86
1395,3283,125,2025.03.05-21.21.52,-91,-86
1395,3283,125,2025.03.05-21.21.52,-91,-86
1395,3283,125,2025.03.05-21.21.52,-91,-86
1395,3283,125,2025.03.05-21.21.52,-91,-86
1395,3283,125,2025.03.05-21.21.52,-91,-86
1395,3283,125,2025.03.05-21.21.52,-91,-86
1395,3285,124,2025.03.05-21.21.52,-91,-86
1395,3285,124,2025.03.05-21.21.52,-91,-86
1395,3285,124,2025.03.05-21.21.52,-91,-86
1395,3285,124,2025.03.05-21.21.52,-91,-86
1395,3285,124,2025.03.05-21.21.52,-91,-86
1395,3285,124,2025.03.05-21.21.52,-91,-86
1395,3285,124,2025.03.05-21.21.52,-91,-86
1395,3285,124,2025.03.05-21.21.52,-91,-86
1395,3285,124,2025.03.05-21.21.52,-91,-86
1395,3285,124,2025.03.05-21.21.52,-91,-86
1395,3285,124,2025.03.05-21.21.52,-91,-86
1395,3285,124,2025.03.05-21.21.52,-91,-86
1395,3285,124,2025.03.05-21.21.52,-91,-86
1395,3285,124,2025.03.05-21.21.52,-91,-86
1395,3285,124,2025.03.05-21.21.52,-91,-86
1395,3285,124,2025.03.05-21.21.52,-91,-86
1395,3285,124,2025.03.05-21.21.52,-91,-86
1395,3285,124,2025.03.05-21.21.52,-91,-86
1395,3285,124,2025.03.05-21.21.52,-91,-86
1395,3285,124,2025.03.05-21.21.52,-91,-86
1395,3285,124,2025.03.05-21.21.52,-92,-86
1395,3285,124,2025.03.05-21.21.52,-92,-86
1395,3284,124,2025.03.05-21.21.52,-92,-86
1395,3284,124,2025.03.05-21.21.52,-92,-86
1395,3284,124,2025.03.05-21.21.52,-92,-86
1395,3284,124,2025.03.05-21.21.52,-92,-86
1395,3284,124,2025.03.05-21.21.52,-92,-86
1395,3284,124,2025.03.05-21.21.52,-92,-86
1395,3284,124,2025.03.05-21.21.52,-92,-86
1395,3284,124,2025.03.05-21.21.52,-92,-86
1395,3284,124,2025.03.05-21.21.52,-91,-86
1395,3284,124,2025.03.05-21.21.52,-91,-86
1395,3284,124,2025.03.05-21.21.52,-91,-86
1395,3284,124,2025.03.05-21.21.52,-91,-86
1394,3284,124,2025.03.05-21.21.52,-91,-86
1394,3284,124,2025.03.05-21.21.53,-91,-86
1394,3284,124,2025.03.05-21.21.53,-91,-86
1394,3284,124,2025.03.05-21.21.53,-91,-86
1394,3284,124,2025.03.05-21.21.53,-91,-86
1394,3284,124,2025.03.05-21.21.53,-92,-86
1394,3284,124,2025.03.05-21.21.53,-92,-86
1394,3284,124,2025.03.05-21.21.53,-92,-86
1394,3284,124,2025.03.05-21.21.53,-92,-86
1394,3284,124,2025.03.05-21.21.53,-92,-86
1394,3284,124,2025.03.05-21.21.53,-92,-86
1393,3284,124,2025.03.05-21.21.53,-92,-86
1393,3284,124,2025.03.05-21.21.53,-92,-86
1393,3284,124,2025.03.05-21.21.53,-92,-86
1393,3284,124,2025.03.05-21.21.53,-89,-86
1396,3285,124,2025.03.05-21.21.53,-89,-86
1407,3290,124,2025.03.05-21.21.53,-92,-84
1427,3290,127,2025.03.05-21.21.53,-85,-83
1445,3287,131,2025.03.05-21.21.53,-85,-82
1460,3283,136,2025.03.05-21.21.53,-82,-81
1471,3278,140,2025.03.05-21.21.53,-83,-79
1481,3274,143,2025.03.05-21.21.53,-86,-78
1489,3273,141,2025.03.05-21.21.53,-86,-78
1495,3273,136,2025.03.05-21.21.53,-86,-79
1501,3274,130,2025.03.05-21.21.53,-89,-80
1505,3277,123,2025.03.05-21.21.53,-86,-81
1513,3282,122,2025.03.05-21.21.53,-86,-85
1524,3287,123,2025.03.05-21.21.53,-89,-85
1535,3288,126,2025.03.05-21.21.53,-93,-85
1548,3288,129,2025.03.05-21.21.53,-93,-85
1563,3287,132,2025.03.05-21.21.53,-93,-84
1579,3286,135,2025.03.05-21.21.53,-94,-87
1597,3285,135,2025.03.05-21.21.53,-93,-86
1616,3284,135,2025.03.05-21.21.53,-94,-87
1636,3284,134,2025.03.05-21.21.53,-86,-84
1655,3285,134,2025.03.05-21.21.53,-86,-83
1674,3286,134,2025.03.05-21.21.53,-89,-83
1694,3287,136,2025.03.05-21.21.53,-87,-83
1714,3287,139,2025.03.05-21.21.53,-86,-83
1733,3285,143,2025.03.05-21.21.53,-86,-83
1752,3281,148,2025.03.05-21.21.53,-85,-82
1768,3278,152,2025.03.05-21.21.54,-86,-82
1783,3275,154,2025.03.05-21.21.54,-86,-82
1798,3272,155,2025.03.05-21.21.54,-86,-82
1813,3270,153,2025.03.05-21.21.54,-86,-81
1827,3268,149,2025.03.05-21.21.54,-86,-81
1839,3267,143,2025.03.05-21.21.54,-85,-81
1851,3266,136,2025.03.05-21.21.54,-84,-84
1860,3266,130,2025.03.05-21.21.54,-88,-81
1867,3268,123,2025.03.05-21.21.54,-86,-81
1876,3271,122,2025.03.05-21.21.54,-86,-81
1889,3273,123,2025.03.05-21.21.54,-86,-81
1901,3271,126,2025.03.05-21.21.54,-86,-81
1913,3269,129,2025.03.05-21.21.54,-92,-80
1922,3267,132,2025.03.05-21.21.54,-95,-80
1934,3266,135,2025.03.05-21.21.54,-91,-89
1947,3268,135,2025.03.05-21.21.54,-88,-90
1960,3274,135,2025.03.05-21.21.54,-89,-86
1971,3285,134,2025.03.05-21.21.54,-86,-86
1981,3298,134,2025.03.05-21.21.54,-86,-86
1993,3313,134,2025.03.05-21.21.54,-86,-87
2004,3329,136,2025.03.05-21.21.54,-87,-85
2015,3345,139,2025.03.05-21.21.54,-87,-85
2027,3359,143,2025.03.05-21.21.54,-91,-88
2035,3368,146,2025.03.05-21.21.54,-92,-85
2040,3373,149,2025.03.05-21.21.54,-91,-87
2040,3374,146,2025.03.05-21.21.54,-90,-88
2036,3370,141,2025.03.05-21.21.54,-91,-86
2028,3363,135,2025.03.05-21.21.54,-86,-86
2020,3354,131,2025.03.05-21.21.54,-87,-86
2014,3347,128,2025.03.05-21.21.54,-87,-86
2008,3340,126,2025.03.05-21.21.54,-87,-76
2003,3334,125,2025.03.05-21.21.54,-87,-76
2001,3331,124,2025.03.05-21.21.54,-87,-77
2001,3331,124,2025.03.05-21.21.54,-87,-76
2002,3332,124,2025.03.05-21.21.54,-87,-77
2001,3336,125,2025.03.05-21.21.54,-87,-77
1998,3341,126,2025.03.05-21.21.54,-87,-76
1993,3344,127,2025.03.05-21.21.54,-87,-76
1988,3345,128,2025.03.05-21.21.54,-87,-76
1983,3345,127,2025.03.05-21.21.54,-92,-76
1981,3347,123,2025.03.05-21.21.55,-87,-76
1976,3347,121,2025.03.05-21.21.55,-87,-76
1968,3348,123,2025.03.05-21.21.55,-87,-81
1959,3352,125,2025.03.05-21.21.55,-87,-81
1949,3358,128,2025.03.05-21.21.55,-87,-81
1938,3366,132,2025.03.05-21.21.55,-87,-81
1925,3376,135,2025.03.05-21.21.55,-87,-82
1912,3384,135,2025.03.05-21.21.55,-88,-82
1898,3388,135,2025.03.05-21.21.55,-89,-82
1883,3388,134,2025.03.05-21.21.55,-88,-86
1870,3381,134,2025.03.05-21.21.55,-90,-85
1860,3371,134,2025.03.05-21.21.55,-90,-88
1851,3359,135,2025.03.05-21.21.55,-88,-87
1844,3346,138,2025.03.05-21.21.55,-88,-85
1830,3332,142,2025.03.05-21.21.55,-87,-87
1816,3319,147,2025.03.05-21.21.55,-88,-87
1807,3307,151,2025.03.05-21.21.55,-88,-87
1808,3293,154,2025.03.05-21.21.55,-86,-86
1811,3281,155,2025.03.05-21.21.55,-86,-87
1817,3270,154,2025.03.05-21.21.55,-86,-86
1826,3262,150,2025.03.05-21.21.55,-86,-84
1836,3257,144,2025.03.05-21.21.55,-85,-85
1845,3254,137,2025.03.05-21.21.55,-86,-85
1851,3251,131,2025.03.05-21.21.55,-84,-85
1855,3247,124,2025.03.05-21.21.55,-84,-84
1861,3245,121,2025.03.05-21.21.55,-85,-81
1871,3244,123,2025.03.05-21.21.55,-88,-81
1880,3238,125,2025.03.05-21.21.55,-88,-80
1891,3231,128,2025.03.05-21.21.55,-87,-80
1902,3225,132,2025.03.05-21.21.55,-92,-80
1916,3217,135,2025.03.05-21.21.55,-94,-80
1932,3210,135,2025.03.05-21.21.55,-94,-79
1950,3204,135,2025.03.05-21.21.55,-86,-79
1968,3198,134,2025.03.05-21.21.55,-86,-79
1987,3194,134,2025.03.05-21.21.55,-89,-79
2006,3191,134,2025.03.05-21.21.55,-89,-78
2025,3187,135,2025.03.05-21.21.55,-89,-78
2045,3183,138,2025.03.05-21.21.55,-88,-78
2063,3178,142,2025.03.05-21.21.55,-86,-77
2081,3172,147,2025.03.05-21.21.55,-86,-77
2097,3167,151,2025.03.05-21.21.56,-86,-77
2111,3162,154,2025.03.05-21.21.56,-86,-76
2126,3158,155,2025.03.05-21.21.56,-86,-76
2140,3154,154,2025.03.05-21.21.56,-86,-76
2154,3151,150,2025.03.05-21.21.56,-86,-76
2167,3148,144,2025.03.05-21.21.56,-86,-76
2178,3146,137,2025.03.05-21.21.56,-89,-76
2188,3146,131,2025.03.05-21.21.56,-92,-76
2195,3147,124,2025.03.05-21.21.56,-86,-83
2203,3149,121,2025.03.05-21.21.56,-86,-84
2216,3152,123,2025.03.05-21.21.56,-92,-84
2228,3149,125,2025.03.05-21.21.56,-87,-83
2242,3145,128,2025.03.05-21.21.56,-96,-84
2257,3139,132,2025.03.05-21.21.56,-95,-84
2272,3130,135,2025.03.05-21.21.56,-100,-85
2288,3120,135,2025.03.05-21.21.56,-91,-85
2304,3107,135,2025.03.05-21.21.56,-92,-83
2320,3094,134,2025.03.05-21.21.56,-95,-81
2334,3079,134,2025.03.05-21.21.56,-93,-83
2348,3065,134,2025.03.05-21.21.56,-94,-84
2361,3049,135,2025.03.05-21.21.56,-94,-84
2371,3032,138,2025.03.05-21.21.56,-94,-82
2380,3014,142,2025.03.05-21.21.56,-94,-77
2386,2997,147,2025.03.05-21.21.56,-94,-77
2392,2981,151,2025.03.05-21.21.56,-94,-77
2398,2967,154,2025.03.05-21.21.56,-92,-77
2403,2953,155,2025.03.05-21.21.56,-92,-77
2408,2939,154,2025.03.05-21.21.56,-91,-84
2414,2926,150,2025.03.05-21.21.56,-91,-81
2419,2915,144,2025.03.05-21.21.56,-91,-84
2424,2904,137,2025.03.05-21.21.56,-100,-82
2429,2896,131,2025.03.05-21.21.56,-100,-84
2435,2891,124,2025.03.05-21.21.56,-100,-92
2441,2886,121,2025.03.05-21.21.56,-100,-85
2450,2879,123,2025.03.05-21.21.56,-100,-86
2455,2869,125,2025.03.05-21.21.56,-100,-86
2459,2859,128,2025.03.05-21.21.56,-100,-89
2463,2848,132,2025.03.05-21.21.56,-98,-86
2469,2835,135,2025.03.05-21.21.56,-94,-79
2477,2820,135,2025.03.05-21.21.56,-100,-79
2487,2806,135,2025.03.05-21.21.57,-100,-80
2500,2793,134,2025.03.05-21.21.57,-100,-86
2514,2782,134,2025.03.05-21.21.57,-100,-86
2530,2772,134,2025.03.05-21.21.57,-100,-86
2546,2764,135,2025.03.05-21.21.57,-96,-87
2562,2755,138,2025.03.05-21.21.57,-100,-87
2579,2746,142,2025.03.05-21.21.57,-100,-86
2594,2738,147,2025.03.05-21.21.57,-100,-85
2609,2731,151,2025.03.05-21.21.57,-100,-86
2622,2726,154,2025.03.05-21.21.57,-100,-86
2636,2723,155,2025.03.05-21.21.57,-100,-86
2649,2723,154,2025.03.05-21.21.57,-100,-86
2662,2725,150,2025.03.05-21.21.57,-100,-86
2672,2729,144,2025.03.05-21.21.57,-100,-88
2679,2734,137,2025.03.05-21.21.57,-100,-88
2683,2739,131,2025.03.05-21.21.57,-100,-88
2684,2740,124,2025.03.05-21.21.57,-100,-87
2685,2741,121,2025.03.05-21.21.57,-100,-86
2689,2746,123,2025.03.05-21.21.57,-100,-86
2697,2755,125,2025.03.05-21.21.57,-100,-86
2705,2765,128,2025.03.05-21.21.57,-100,-87
2713,2777,132,2025.03.05-21.21.57,-100,-83
2721,2792,135,2025.03.05-21.21.57,-100,-84
2729,2808,135,2025.03.05-21.21.57,-100,-85
2736,2826,135,2025.03.05-21.21.57,-100,-85
2742,2844,134,2025.03.05-21.21.57,-97,-84
2746,2863,134,2025.03.05-21.21.57,-100,-87
2750,2882,134,2025.03.05-21.21.57,-100,-87
2753,2900,135,2025.03.05-21.21.57,-100,-87
2756,2919,138,2025.03.05-21.21.57,-100,-88
2760,2937,142,2025.03.05-21.21.57,-100,-88
2762,2954,147,2025.03.05-21.21.57,-100,-88
2764,2970,151,2025.03.05-21.21.57,-100,-88
2765,2985,154,2025.03.05-21.21.57,-100,-88
2767,2999,155,2025.03.05-21.21.57,-100,-88
2768,3014,154,2025.03.05-21.21.57,-100,-88
2768,3028,150,2025.03.05-21.21.57,-100,-88
2768,3041,144,2025.03.05-21.21.57,-100,-88
2767,3053,137,2025.03.05-21.21.57,-100,-86
2765,3062,131,2025.03.05-21.21.57,-100,-88
2762,3068,124,2025.03.05-21.21.58,-95,-86
2758,3075,121,2025.03.05-21.21.58,-100,-83
2751,3085,123,2025.03.05-21.21.58,-100,-83
2750,3097,125,2025.03.05-21.21.58,-100,-83
2749,3110,128,2025.03.05-21.21.58,-100,-83
2749,3123,132,2025.03.05-21.21.58,-100,-83
2749,3140,135,2025.03.05-21.21.58,-99,-85
2749,3158,135,2025.03.05-21.21.58,-100,-86
2748,3177,135,2025.03.05-21.21.58,-100,-86
2747,3196,134,2025.03.05-21.21.58,-100,-89
2745,3215,134,2025.03.05-21.21.58,-100,-88
2742,3234,134,2025.03.05-21.21.58,-100,-88
2739,3253,135,2025.03.05-21.21.58,-100,-88
2738,3273,138,2025.03.05-21.21.58,-100,-88
2737,3292,142,2025.03.05-21.21.58,-100,-88
2738,3311,147,2025.03.05-21.21.58,-100,-88
2738,3328,151,2025.03.05-21.21.58,-100,-87
2738,3343,154,2025.03.05-21.21.58,-100,-87
2736,3357,155,2025.03.05-21.21.58,-100,-88
2732,3370,154,2025.03.05-21.21.58,-100,-90
2726,3382,150,2025.03.05-21.21.58,-100,-87
2719,3392,144,2025.03.05-21.21.58,-100,-88
2713,3399,137,2025.03.05-21.21.58,-100,-89
2706,3403,131,2025.03.05-21.21.58,-100,-88
2703,3405,124,2025.03.05-21.21.58,-100,-87
2698,3410,121,2025.03.05-21.21.58,-100,-87
2689,3414,123,2025.03.05-21.21.58,-99,-87
2680,3423,125,2025.03.05-21.21.58,-100,-88
2671,3432,128,2025.03.05-21.21.58,-100,-87
2662,3441,132,2025.03.05-21.21.58,-99,-86
2650,3453,135,2025.03.05-21.21.58,-92,-85
2637,3465,135,2025.03.05-21.21.58,-92,-86
2622,3477,135,2025.03.05-21.21.58,-91,-85
2607,3489,134,2025.03.05-21.21.58,-94,-89
2591,3500,134,2025.03.05-21.21.58,-92,-86
2575,3511,134,2025.03.05-21.21.58,-93,-88
2558,3521,135,2025.03.05-21.21.58,-93,-88
2542,3533,138,2025.03.05-21.21.58,-94,-88
2527,3544,142,2025.03.05-21.21.58,-95,-89
2513,3555,147,2025.03.05-21.21.58,-96,-89
2500,3565,151,2025.03.05-21.21.59,-96,-87
2487,3572,154,2025.03.05-21.21.59,-94,-88
2474,3576,155,2025.03.05-21.21.59,-97,-89
2461,3578,154,2025.03.05-21.21.59,-97,-89
2449,3578,150,2025.03.05-21.21.59,-97,-89
2439,3574,144,2025.03.05-21.21.59,-99,-89
2432,3567,137,2025.03.05-21.21.59,-93,-88
2430,3560,131,2025.03.05-21.21.59,-92,-86
2431,3556,124,2025.03.05-21.21.59,-92,-87
2432,3552,121,2025.03.05-21.21.59,-93,-87
2431,3545,123,2025.03.05-21.21.59,-92,-86
2423,3536,125,2025.03.05-21.21.59,-93,-87
2415,3526,128,2025.03.05-21.21.59,-89,-86
2408,3514,132,2025.03.05-21.21.59,-89,-86
2399,3500,135,2025.03.05-21.21.59,-89,-86
2390,3484,135,2025.03.05-21.21.59,-89,-86
2382,3467,135,2025.03.05-21.21.59,-89,-83
2374,3449,134,2025.03.05-21.21.59,-89,-82
2368,3431,134,2025.03.05-21.21.59,-89,-82
2362,3413,134,2025.03.05-21.21.59,-89,-86
2356,3394,135,2025.03.05-21.21.59,-88,-84
2349,3376,138,2025.03.05-21.21.59,-88,-81
2341,3358,142,2025.03.05-21.21.59,-82,-81
2333,3341,147,2025.03.05-21.21.59,-88,-81
2325,3326,151,2025.03.05-21.21.59,-88,-80
2307,3315,154,2025.03.05-21.21.59,-88,-83
2289,3308,155,2025.03.05-21.21.59,-91,-83
2272,3304,154,2025.03.05-21.21.59,-92,-84
2259,3297,150,2025.03.05-21.21.59,-90,-83
2249,3289,144,2025.03.05-21.21.59,-92,-84
2240,3281,137,2025.03.05-21.21.59,-90,-83
2232,3275,131,2025.03.05-21.21.59,-93,-84
2228,3269,124,2025.03.05-21.21.59,-92,-84
2222,3261,121,2025.03.05-21.21.59,-89,-83
2213,3251,123,2025.03.05-21.21.59,-90,-83
2201,3246,125,2025.03.05-21.21.59,-90,-83
2188,3241,128,2025.03.05-21.21.59,-89,-83
2173,3238,132,2025.03.05-21.21.59,-89,-83
2155,3236,135,2025.03.05-21.21.59,-89,-85
2136,3235,135,2025.03.05-21.21.59,-89,-80
2116,3236,135,2025.03.05-21.22.00,-88,-80
2096,3238,134,2025.03.05-21.22.00,-88,-81
2076,3240,134,2025.03.05-21.22.00,-91,-84
2057,3242,134,2025.03.05-21.22.00,-92,-84
2038,3245,135,2025.03.05-21.22.00,-92,-84
2018,3250,138,2025.03.05-21.22.00,-91,-85
2000,3257,142,2025.03.05-21.22.00,-94,-85
1983,3266,147,2025.03.05-21.22.00,-89,-83
1968,3276,151,2025.03.05-21.22.00,-89,-85
1955,3285,154,2025.03.05-21.22.00,-90,-85
1943,3294,155,2025.03.05-21.22.00,-92,-84
1931,3304,154,2025.03.05-21.22.00,-94,-86
1920,3313,150,2025.03.05-21.22.00,-88,-87
1910,3323,144,2025.03.05-21.22.00,-85,-87
1902,3331,137,2025.03.05-21.22.00,-88,-87
1894,3336,131,2025.03.05-21.22.00,-86,-87
1886,3338,124,2025.03.05-21.22.00,-86,-84
1876,3340,121,2025.03.05-21.22.00,-86,-83
1865,3345,123,2025.03.05-21.22.00,-83,-82
1856,3353,125,2025.03.05-21.22.00,-86,-82
1848,3363,128,2025.03.05-21.22.00,-87,-82
1840,3374,132,2025.03.05-21.22.00,-87,-82
1832,3388,135,2025.03.05-21.22.00,-87,-83
1822,3403,135,2025.03.05-21.22.00,-87,-83
1812,3419,135,2025.03.05-21.22.00,-87,-83
