x,y,z,timestamp,Beacon1,Beacon2
1395,3285,124,2025.03.05-21.21.39,-91,-86
1395,3285,124,2025.03.05-21.21.39,-91,-86
1395,3285,124,2025.03.05-21.21.39,-91,-86
1395,3285,124,2025.03.05-21.21.39,-91,-86
1395,3285,124,2025.03.05-21.21.39,-91,-86
1395,3285,124,2025.03.05-21.21.39,-91,-86
1395,3285,124,2025.03.05-21.21.39,-91,-86
1395,3285,124,2025.03.05-21.21.39,-91,-86
1395,3285,124,2025.03.05-21.21.39,-91,-86
1395,3285,124,2025.03.05-21.21.39,-91,-86
1395,3285,124,2025.03.05-21.21.39,-91,-86
1395,3285,124,2025.03.05-21.21.39,-91,-86
1395,3284,124,2025.03.05-21.21.39,-91,-86
1395,3284,124,2025.03.05-21.21.39,-91,-86
1395,3284,124,2025.03.05-21.21.39,-91,-86
1395,3284,124,2025.03.05-21.21.39,-91,-86
1395,3284,124,2025.03.05-21.21.39,-91,-86
1395,3284,124,2025.03.05-21.21.39,-91,-86
1395,3284,124,2025.03.05-21.21.39,-91,-86
1395,3284,124,2025.03.05-21.21.39,-91,-86
1395,3284,124,2025.03.05-21.21.39,-91,-86
1395,3284,124,2025.03.05-21.21.39,-91,-86
1395,3284,124,2025.03.05-21.21.39,-91,-86
1395,3284,124,2025.03.05-21.21.39,-91,-86
1395,3284,124,2025.03.05-21.21.39,-91,-86
1394,3284,124,2025.03.05-21.21.40,-92,-86
1394,3284,124,2025.03.05-21.21.40,-92,-86
1394,3284,124,2025.03.05-21.21.40,-92,-86
1394,3284,124,2025.03.05-21.21.40,-92,-86
1394,3284,124,2025.03.05-21.21.40,-92,-86
1394,3284,124,2025.03.05-21.21.40,-92,-86
1394,3284,124,2025.03.05-21.21.40,-92,-86
1394,3284,124,2025.03.05-21.21.40,-92,-86
1394,3284,124,2025.03.05-21.21.40,-92,-86
1394,3284,124,2025.03.05-21.21.40,-92,-86
1394,3284,124,2025.03.05-21.21.40,-92,-86
1394,3284,124,2025.03.05-21.21.40,-92,-86
1394,3284,124,2025.03.05-21.21.40,-92,-86
1393,3284,125,2025.03.05-21.21.40,-92,-86
1393,3284,125,2025.03.05-21.21.40,-92,-86
1393,3284,125,2025.03.05-21.21.40,-92,-86
1393,3284,125,2025.03.05-21.21.40,-92,-86
1393,3284,125,2025.03.05-21.21.40,-92,-86
1393,3284,125,2025.03.05-21.21.40,-92,-86
1393,3284,125,2025.03.05-21.21.40,-92,-86
1393,3284,125,2025.03.05-21.21.40,-92,-86
1393,3284,125,2025.03.05-21.21.40,-92,-86
1393,3284,125,2025.03.05-21.21.40,-92,-86
1393,3284,125,2025.03.05-21.21.40,-92,-86
1393,3284,125,2025.03.05-21.21.40,-92,-86
1393,3284,125,2025.03.05-21.21.40,-92,-86
1393,3284,125,2025.03.05-21.21.40,-92,-86
1393,3283,124,2025.03.05-21.21.40,-94,-86
1393,3283,124,2025.03.05-21.21.40,-94,-86
1393,3283,124,2025.03.05-21.21.40,-94,-86
1393,3283,124,2025.03.05-21.21.40,-94,-86
1393,3283,124,2025.03.05-21.21.40,-94,-86
1393,3283,124,2025.03.05-21.21.40,-94,-86
1393,3283,124,2025.03.05-21.21.40,-94,-86
1393,3283,124,2025.03.05-21.21.40,-94,-86
1393,3283,124,2025.03.05-21.21.40,-94,-86
1393,3283,124,2025.03.05-21.21.40,-94,-86
1393,3283,124,2025.03.05-21.21.40,-94,-86
1393,3283,124,2025.03.05-21.21.40,-94,-86
1393,3283,124,2025.03.05-21.21.40,-94,-86
1394,3283,125,2025.03.05-21.21.41,-91,-86
1394,3283,125,2025.03.05-21.21.41,-91,-86
1394,3283,125,2025.03.05-21.21.41,-91,-86
1394,3283,125,2025.03.05-21.21.41,-91,-86
1394,3283,125,2025.03.05-21.21.41,-91,-86
1394,3283,125,2025.03.05-21.21.41,-91,-86
1394,3283,125,2025.03.05-21.21.41,-91,-86
1394,3283,125,2025.03.05-21.21.41,-91,-86
1394,3283,125,2025.03.05-21.21.41,-91,-86
1394,3283,125,2025.03.05-21.21.41,-91,-86
1394,3283,125,2025.03.05-21.21.41,-91,-86
1394,3283,125,2025.03.05-21.21.41,-91,-86
1394,3283,125,2025.03.05-21.21.41,-91,-86
1394,3283,125,2025.03.05-21.21.41,-91,-86
1395,3283,125,2025.03.05-21.21.41,-95,-86
1395,3283,125,2025.03.05-21.21.41,-95,-86
1395,3283,125,2025.03.05-21.21.41,-95,-86
1395,3283,125,2025.03.05-21.21.41,-95,-86
1395,3283,125,2025.03.05-21.21.41,-95,-86
1395,3283,125,2025.03.05-21.21.41,-95,-86
1395,3283,125,2025.03.05-21.21.41,-95,-86
1395,3283,125,2025.03.05-21.21.41,-95,-86
1395,3283,125,2025.03.05-21.21.41,-95,-86
1395,3283,125,2025.03.05-21.21.41,-95,-86
1395,3283,125,2025.03.05-21.21.41,-95,-86
1395,3283,125,2025.03.05-21.21.41,-95,-86
1395,3283,125,2025.03.05-21.21.41,-95,-86
1394,3284,124,2025.03.05-21.21.41,-94,-86
1394,3284,124,2025.03.05-21.21.41,-94,-86
1394,3284,124,2025.03.05-21.21.41,-94,-86
1394,3284,124,2025.03.05-21.21.41,-94,-86
1394,3284,124,2025.03.05-21.21.41,-94,-86
1394,3284,124,2025.03.05-21.21.41,-94,-86
1394,3284,124,2025.03.05-21.21.41,-94,-86
1394,3284,124,2025.03.05-21.21.41,-94,-86
1394,3284,124,2025.03.05-21.21.41,-94,-86
1394,3284,124,2025.03.05-21.21.41,-94,-86
1394,3284,124,2025.03.05-21.21.41,-94,-86
1394,3284,124,2025.03.05-21.21.41,-94,-86
1394,3284,124,2025.03.05-21.21.41,-94,-86
1395,3285,124,2025.03.05-21.21.42,-91,-86
1395,3285,124,2025.03.05-21.21.42,-91,-86
1395,3285,124,2025.03.05-21.21.42,-91,-86
1395,3285,124,2025.03.05-21.21.42,-91,-86
1395,3285,124,2025.03.05-21.21.42,-91,-86
1395,3285,124,2025.03.05-21.21.42,-91,-86
1395,3285,124,2025.03.05-21.21.42,-91,-86
1395,3285,124,2025.03.05-21.21.42,-91,-86
1395,3285,124,2025.03.05-21.21.42,-91,-86
1395,3285,124,2025.03.05-21.21.42,-91,-86
1395,3285,124,2025.03.05-21.21.42,-91,-86
1395,3285,124,2025.03.05-21.21.42,-91,-86
1395,3285,124,2025.03.05-21.21.42,-91,-86
1395,3285,124,2025.03.05-21.21.42,-91,-86
1395,3284,124,2025.03.05-21.21.42,-91,-86
1395,3284,124,2025.03.05-21.21.42,-91,-86
1395,3284,124,2025.03.05-21.21.42,-91,-86
1395,3284,124,2025.03.05-21.21.42,-91,-86
1395,3284,124,2025.03.05-21.21.42,-91,-86
1395,3284,124,2025.03.05-21.21.42,-91,-86
1395,3284,124,2025.03.05-21.21.42,-91,-86
1395,3284,124,2025.03.05-21.21.42,-91,-86
1395,3284,124,2025.03.05-21.21.42,-91,-86
1395,3284,124,2025.03.05-21.21.42,-91,-86
1395,3284,124,2025.03.05-21.21.42,-91,-86
1395,3284,124,2025.03.05-21.21.42,-91,-86
1395,3284,124,2025.03.05-21.21.42,-91,-86
1393,3284,124,2025.03.05-21.21.42,-92,-86
1393,3284,124,2025.03.05-21.21.42,-92,-86
1393,3284,124,2025.03.05-21.21.42,-92,-86
1393,3284,124,2025.03.05-21.21.42,-92,-86
1393,3284,124,2025.03.05-21.21.42,-92,-86
1393,3284,124,2025.03.05-21.21.42,-92,-86
1393,3284,124,2025.03.05-21.21.42,-92,-86
1393,3284,124,2025.03.05-21.21.42,-92,-86
1393,3284,124,2025.03.05-21.21.42,-92,-86
1393,3284,124,2025.03.05-21.21.42,-92,-86
1393,3284,124,2025.03.05-21.21.42,-92,-86
1393,3284,124,2025.03.05-21.21.42,-92,-86
1393,3284,124,2025.03.05-21.21.42,-92,-86
1393,3284,125,2025.03.05-21.21.43,-92,-86
1393,3284,125,2025.03.05-21.21.43,-92,-86
1393,3284,125,2025.03.05-21.21.43,-92,-86
1393,3284,125,2025.03.05-21.21.43,-92,-86
1393,3284,125,2025.03.05-21.21.43,-92,-86
1393,3284,125,2025.03.05-21.21.43,-92,-86
1393,3284,125,2025.03.05-21.21.43,-92,-86
1393,3284,125,2025.03.05-21.21.43,-92,-86
1393,3284,125,2025.03.05-21.21.43,-92,-86
1393,3284,125,2025.03.05-21.21.43,-92,-86
1393,3284,125,2025.03.05-21.21.43,-92,-86
1393,3284,125,2025.03.05-21.21.43,-92,-86
1393,3284,125,2025.03.05-21.21.43,-92,-86
1393,3284,125,2025.03.05-21.21.43,-92,-86
1394,3283,124,2025.03.05-21.21.43,-94,-86
1394,3283,124,2025.03.05-21.21.43,-94,-86
1394,3283,124,2025.03.05-21.21.43,-94,-86
1394,3283,124,2025.03.05-21.21.43,-94,-86
1394,3283,124,2025.03.05-21.21.43,-94,-86
1394,3283,124,2025.03.05-21.21.43,-94,-86
1394,3283,124,2025.03.05-21.21.43,-94,-86
1394,3283,124,2025.03.05-21.21.43,-94,-86
1394,3283,124,2025.03.05-21.21.43,-94,-86
1394,3283,124,2025.03.05-21.21.43,-94,-86
1394,3283,124,2025.03.05-21.21.43,-94,-86
1394,3283,124,2025.03.05-21.21.43,-94,-86
1394,3283,124,2025.03.05-21.21.43,-94,-86
1394,3283,125,2025.03.05-21.21.43,-95,-86
1394,3283,125,2025.03.05-21.21.43,-95,-86
1394,3283,125,2025.03.05-21.21.43,-95,-86
1394,3283,125,2025.03.05-21.21.43,-95,-86
1394,3283,125,2025.03.05-21.21.43,-95,-86
1394,3283,125,2025.03.05-21.21.43,-95,-86
1394,3283,125,2025.03.05-21.21.43,-95,-86
1394,3283,125,2025.03.05-21.21.43,-95,-86
1394,3283,125,2025.03.05-21.21.43,-95,-86
1394,3283,125,2025.03.05-21.21.43,-95,-86
1394,3283,125,2025.03.05-21.21.43,-95,-86
1394,3283,125,2025.03.05-21.21.43,-95,-86
1394,3283,125,2025.03.05-21.21.43,-95,-86
1395,3283,125,2025.03.05-21.21.44,-91,-86
1395,3283,125,2025.03.05-21.21.44,-91,-86
1395,3283,125,2025.03.05-21.21.44,-91,-86
1395,3283,125,2025.03.05-21.21.44,-91,-86
1395,3283,125,2025.03.05-21.21.44,-91,-86
1395,3283,125,2025.03.05-21.21.44,-91,-86
1395,3283,125,2025.03.05-21.21.44,-91,-86
1395,3283,125,2025.03.05-21.21.44,-91,-86
1395,3283,125,2025.03.05-21.21.44,-91,-86
1395,3283,125,2025.03.05-21.21.44,-91,-86
1395,3283,125,2025.03.05-21.21.44,-91,-86
1395,3283,125,2025.03.05-21.21.44,-91,-86
1395,3283,125,2025.03.05-21.21.44,-91,-86
1395,3283,125,2025.03.05-21.21.44,-91,-86
1394,3284,124,2025.03.05-21.21.44,-92,-86
1394,3284,124,2025.03.05-21.21.44,-92,-86
1394,3284,124,2025.03.05-21.21.44,-92,-86
1394,3284,124,2025.03.05-21.21.44,-92,-86
1394,3284,124,2025.03.05-21.21.44,-92,-86
1394,3284,124,2025.03.05-21.21.44,-92,-86
1394,3284,124,2025.03.05-21.21.44,-92,-86
1394,3284,124,2025.03.05-21.21.44,-92,-86
1394,3284,124,2025.03.05-21.21.44,-92,-86
1394,3284,124,2025.03.05-21.21.44,-92,-86
1394,3284,124,2025.03.05-21.21.44,-92,-86
1394,3284,124,2025.03.05-21.21.44,-92,-86
1394,3284,124,2025.03.05-21.21.44,-92,-86
1395,3285,124,2025.03.05-21.21.44,-92,-86
1395,3285,124,2025.03.05-21.21.44,-92,-86
1395,3285,124,2025.03.05-21.21.44,-92,-86
1395,3285,124,2025.03.05-21.21.44,-92,-86
1395,3285,124,2025.03.05-21.21.44,-92,-86
1395,3285,124,2025.03.05-21.21.44,-92,-86
1395,3285,124,2025.03.05-21.21.44,-92,-86
1395,3285,124,2025.03.05-21.21.44,-92,-86
1395,3285,124,2025.03.05-21.21.44,-92,-86
1395,3285,124,2025.03.05-21.21.44,-92,-86
1395,3285,124,2025.03.05-21.21.44,-92,-86
1395,3285,124,2025.03.05-21.21.44,-92,-86
1395,3285,124,2025.03.05-21.21.44,-92,-86
1395,3285,124,2025.03.05-21.21.44,-92,-86
1394,3284,124,2025.03.05-21.21.45,-91,-86
1394,3284,124,2025.03.05-21.21.45,-91,-86
1394,3284,124,2025.03.05-21.21.45,-91,-86
1394,3284,124,2025.03.05-21.21.45,-91,-86
1394,3284,124,2025.03.05-21.21.45,-91,-86
1394,3284,124,2025.03.05-21.21.45,-91,-86
1394,3284,124,2025.03.05-21.21.45,-91,-86
1394,3284,124,2025.03.05-21.21.45,-91,-86
1394,3284,124,2025.03.05-21.21.45,-91,-86
1394,3284,124,2025.03.05-21.21.45,-91,-86
1394,3284,124,2025.03.05-21.21.45,-91,-86
1394,3284,124,2025.03.05-21.21.45,-91,-86
1394,3284,124,2025.03.05-21.21.45,-91,-86
1393,3284,124,2025.03.05-21.21.45,-92,-86
1393,3284,124,2025.03.05-21.21.45,-92,-86
1393,3284,124,2025.03.05-21.21.45,-92,-86
1393,3284,124,2025.03.05-21.21.45,-92,-86
1393,3284,124,2025.03.05-21.21.45,-92,-86
1393,3284,124,2025.03.05-21.21.45,-92,-86
1393,3284,124,2025.03.05-21.21.45,-92,-86
1393,3284,124,2025.03.05-21.21.45,-92,-86
1393,3284,124,2025.03.05-21.21.45,-92,-86
1393,3284,124,2025.03.05-21.21.45,-92,-86
1393,3284,124,2025.03.05-21.21.45,-92,-86
1393,3284,124,2025.03.05-21.21.45,-92,-86
1393,3284,124,2025.03.05-21.21.45,-92,-86
1393,3284,124,2025.03.05-21.21.45,-92,-86
1393,3284,125,2025.03.05-21.21.45,-91,-80
1393,3284,125,2025.03.05-21.21.45,-91,-80
1393,3284,125,2025.03.05-21.21.45,-91,-80
1393,3284,125,2025.03.05-21.21.45,-91,-80
1393,3284,125,2025.03.05-21.21.45,-91,-80
1393,3284,125,2025.03.05-21.21.45,-91,-80
1393,3284,125,2025.03.05-21.21.45,-91,-80
1393,3284,125,2025.03.05-21.21.45,-91,-80
1393,3284,125,2025.03.05-21.21.45,-91,-80
1393,3284,125,2025.03.05-21.21.45,-91,-80
1393,3284,125,2025.03.05-21.21.45,-91,-80
1393,3284,125,2025.03.05-21.21.45,-91,-80
1393,3284,125,2025.03.05-21.21.45,-91,-80
1394,3283,124,2025.03.05-21.21.46,-91,-86
1394,3283,124,2025.03.05-21.21.46,-91,-86
1394,3283,124,2025.03.05-21.21.46,-91,-86
1394,3283,124,2025.03.05-21.21.46,-91,-86
1394,3283,124,2025.03.05-21.21.46,-91,-86
1394,3283,124,2025.03.05-21.21.46,-91,-86
1394,3283,124,2025.03.05-21.21.46,-91,-86
1394,3283,124,2025.03.05-21.21.46,-91,-86
1394,3283,124,2025.03.05-21.21.46,-91,-86
1394,3283,124,2025.03.05-21.21.46,-91,-86
1394,3283,124,2025.03.05-21.21.46,-91,-86
1394,3283,124,2025.03.05-21.21.46,-91,-86
1394,3283,124,2025.03.05-21.21.46,-91,-86
1395,3283,125,2025.03.05-21.21.46,-95,-86
1395,3283,125,2025.03.05-21.21.46,-95,-86
1395,3283,125,2025.03.05-21.21.46,-95,-86
1395,3283,125,2025.03.05-21.21.46,-95,-86
1395,3283,125,2025.03.05-21.21.46,-95,-86
1395,3283,125,2025.03.05-21.21.46,-95,-86
1395,3283,125,2025.03.05-21.21.46,-95,-86
1395,3283,125,2025.03.05-21.21.46,-95,-86
1395,3283,125,2025.03.05-21.21.46,-95,-86
1395,3283,125,2025.03.05-21.21.46,-95,-86
1395,3283,125,2025.03.05-21.21.46,-95,-86
1395,3283,125,2025.03.05-21.21.46,-95,-86
1395,3283,125,2025.03.05-21.21.46,-95,-86
1395,3283,125,2025.03.05-21.21.46,-95,-86
1395,3283,125,2025.03.05-21.21.46,-91,-86
1395,3283,125,2025.03.05-21.21.46,-91,-86
1395,3283,125,2025.03.05-21.21.46,-91,-86
1395,3283,125,2025.03.05-21.21.46,-91,-86
1395,3283,125,2025.03.05-21.21.46,-91,-86
1395,3283,125,2025.03.05-21.21.46,-91,-86
1395,3283,125,2025.03.05-21.21.46,-91,-86
1395,3283,125,2025.03.05-21.21.46,-91,-86
1395,3283,125,2025.03.05-21.21.46,-91,-86
1395,3283,125,2025.03.05-21.21.46,-91,-86
1395,3283,125,2025.03.05-21.21.46,-91,-86
1395,3283,125,2025.03.05-21.21.46,-91,-86
1395,3283,125,2025.03.05-21.21.46,-91,-86
1394,3284,124,2025.03.05-21.21.47,-92,-86
1394,3284,124,2025.03.05-21.21.47,-92,-86
1394,3284,124,2025.03.05-21.21.47,-92,-86
1394,3284,124,2025.03.05-21.21.47,-92,-86
1394,3284,124,2025.03.05-21.21.47,-92,-86
1394,3284,124,2025.03.05-21.21.47,-92,-86
1394,3284,124,2025.03.05-21.21.47,-92,-86
1394,3284,124,2025.03.05-21.21.47,-92,-86
1394,3284,124,2025.03.05-21.21.47,-92,-86
1394,3284,124,2025.03.05-21.21.47,-92,-86
1394,3284,124,2025.03.05-21.21.47,-92,-86
1394,3284,124,2025.03.05-21.21.47,-92,-86
1394,3284,124,2025.03.05-21.21.47,-92,-86
1394,3284,124,2025.03.05-21.21.47,-92,-86
1395,3284,124,2025.03.05-21.21.47,-92,-86
1395,3284,124,2025.03.05-21.21.47,-92,-86
1395,3284,124,2025.03.05-21.21.47,-92,-86
1395,3284,124,2025.03.05-21.21.47,-92,-86
1395,3284,124,2025.03.05-21.21.47,-92,-86
1395,3284,124,2025.03.05-21.21.47,-92,-86
1395,3284,124,2025.03.05-21.21.47,-92,-86
1395,3284,124,2025.03.05-21.21.47,-92,-86
1395,3284,124,2025.03.05-21.21.47,-92,-86
1395,3284,124,2025.03.05-21.21.47,-92,-86
1395,3284,124,2025.03.05-21.21.47,-92,-86
1395,3284,124,2025.03.05-21.21.47,-92,-86
1395,3284,124,2025.03.05-21.21.47,-92,-86
1394,3284,124,2025.03.05-21.21.47,-91,-86
1394,3284,124,2025.03.05-21.21.47,-91,-86
1394,3284,124,2025.03.05-21.21.47,-91,-86
1394,3284,124,2025.03.05-21.21.47,-91,-86
1394,3284,124,2025.03.05-21.21.47,-91,-86
1394,3284,124,2025.03.05-21.21.47,-91,-86
1394,3284,124,2025.03.05-21.21.47,-91,-86
1394,3284,124,2025.03.05-21.21.47,-91,-86
1394,3284,124,2025.03.05-21.21.47,-91,-86
1394,3284,124,2025.03.05-21.21.47,-91,-86
1394,3284,124,2025.03.05-21.21.47,-91,-86
